title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,material_confidence,secondary_materials,packaging_type,packaging_materials,packaging_weight_ratio,inferred_category,origin_confidence,estimated_lifespan_years,repairability_score,size_category,quality_level,is_eco_labeled,is_amazon_choice,pack_size,estimated_volume_l,weight_confidence
chopping board,Glass,1.47,Land,High,D,1.54,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.04,Ship,High,C,1.05,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,1.38,Land,Medium,D,0.87,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.45,Ship,High,D,0.81,SINGAPORE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.67,Land,Medium,A,0.3,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,0.83,Land,Low,C,1.0,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.53,Ship,High,D,1.29,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,1.33,Ship,Medium,D,0.48,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.76,Land,High,A,0.8,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.57,Ship,High,D,1.58,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.72,Ship,Medium,C,0.26,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.89,Air,Medium,F,4.25,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.16,Air,High,F,3.25,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.89,Air,Medium,F,1.0,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.25,Ship,High,D,1.26,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,0.6,Land,Medium,B,0.38,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,1.75,Ship,Medium,D,0.88,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.35,Ship,High,F,0.31,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.43,Land,High,B,0.45,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,1.09,Air,Low,F,3.27,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.95,Ship,Medium,D,1.4,GERMANY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.38,Land,High,D,1.55,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.51,Land,High,A,0.54,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.62,Land,Low,D,1.62,FRANCE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.29,Air,High,F,4.06,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,0.33,Air,Medium,F,0.52,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,0.31,Air,Medium,F,0.42,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.34,Ship,Low,D,1.07,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.64,Air,High,F,1.79,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.7,Land,High,C,0.88,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.89,Land,High,C,0.93,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,0.11,Air,Low,F,0.28,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.88,Air,High,F,2.77,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.93,Air,High,F,2.93,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,1.34,Land,Low,D,1.61,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.65,Land,High,A,0.68,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.38,Ship,High,D,1.24,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,1.38,Ship,Medium,D,0.6,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.8,Ship,High,B,0.67,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,0.19,Air,Low,F,0.57,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.97,Land,Medium,B,0.44,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,0.44,Land,Low,C,0.53,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.39,Land,High,D,1.46,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.68,Air,High,F,5.29,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.22,Ship,High,B,0.18,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.43,Land,High,D,1.8,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.12,Ship,Medium,D,0.04,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.21,Air,High,F,0.66,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.73,Air,High,F,2.3,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,0.96,Air,Medium,F,1.51,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.59,Ship,High,D,1.34,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,1.95,Land,Medium,D,0.88,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,1.07,Air,Medium,F,1.44,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.6,Land,Low,D,1.6,UK,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,1.6,Land,Medium,D,0.86,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.57,Land,High,C,0.64,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,1.65,Air,Medium,F,1.86,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,0.23,Air,Medium,F,0.36,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.49,Ship,Medium,D,1.07,ITALY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.21,Ship,High,C,0.19,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,1.37,Air,Medium,F,2.16,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,0.39,Ship,Low,C,0.31,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,1.75,Air,Medium,F,2.36,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.18,Air,High,F,3.1,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.19,Ship,High,D,0.17,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.58,Land,High,D,1.77,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.97,Ship,High,D,1.99,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.93,Land,High,D,2.03,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,0.24,Land,Medium,A,0.13,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.13,Air,High,F,0.34,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.54,Ship,High,D,1.55,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.59,Land,High,D,1.67,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,0.52,Land,High,C,0.66,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.33,Ship,Low,D,1.06,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.32,Air,High,F,3.46,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.86,Land,High,D,2.34,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,1.18,Air,Low,F,3.54,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Plastic,1.05,Land,Low,C,1.26,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.91,Land,High,A,1.02,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.27,Ship,Low,D,1.02,ITALY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.22,Air,High,F,3.2,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.74,Air,High,F,4.87,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Other,1.14,Land,High,B,0.8,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Cardboard,0.19,Land,Medium,F,0.12,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,1.81,Air,High,F,5.07,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,0.36,Land,High,A,0.38,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,1.07,Ship,Medium,F,0.39,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.62,Ship,High,D,1.36,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Paper,0.31,Land,Medium,A,0.14,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Glass,1.87,Air,High,F,4.91,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,0.49,Land,Medium,E,0.26,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Aluminum,0.91,Ship,High,B,0.82,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Bamboo,1.04,Ship,Medium,D,0.45,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
chopping board,Steel,1.22,Air,High,F,3.84,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.02,Land,Medium,B,0.46,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.55,Air,High,F,1.73,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Bamboo,1.18,Ship,Medium,D,0.51,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.61,Ship,High,B,0.51,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,1.65,Ship,Low,D,1.58,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.16,Air,High,F,0.42,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.67,Air,High,F,1.76,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Cardboard,0.18,Ship,Medium,D,0.09,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,1.98,Air,High,F,6.24,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Bamboo,1.33,Air,Medium,F,1.8,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,1.02,Land,Low,C,1.22,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.98,Air,High,F,3.46,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,1.09,Air,High,F,2.86,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Bamboo,0.34,Ship,Medium,A+,0.15,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.0,Ship,High,A,0.56,UK,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.42,Ship,High,B,0.35,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Aluminum,0.98,Land,High,F,1.1,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,0.33,Ship,Medium,A,0.24,NORWAY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Bamboo,0.33,Ship,Medium,A+,0.14,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,0.88,Air,Medium,F,0.99,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.15,Air,Medium,F,1.29,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,0.97,Ship,Medium,D,0.7,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,0.92,Air,Low,F,2.76,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.86,Air,High,F,2.71,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,1.84,Ship,High,D,1.55,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.28,Ship,Low,D,1.02,FRANCE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Cardboard,1.63,Ship,Medium,D,0.82,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Aluminum,1.01,Air,High,F,2.83,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,0.97,Ship,Low,F,0.78,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.38,Air,Medium,F,1.55,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.32,Air,Medium,F,2.97,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Cardboard,0.29,Air,Medium,F,0.46,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.31,Air,Medium,F,1.47,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.77,Air,High,F,3.1,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.45,Ship,High,B,0.38,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,0.38,Land,Low,F,0.38,USA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.89,Land,High,E,0.93,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,0.41,Air,Low,F,1.23,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,0.69,Air,Low,F,2.07,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.26,Land,Medium,D,0.57,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Cardboard,1.72,Land,Medium,D,1.08,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,1.2,Ship,Low,B,1.15,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,0.45,Air,Low,F,1.35,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.14,Air,High,F,0.37,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.74,Air,Low,F,4.35,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Aluminum,2.0,Land,High,D,2.24,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.25,Air,High,F,0.66,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.83,Air,High,F,2.61,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Plastic,0.56,Land,Low,C,0.67,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Glass,0.71,Ship,High,B,0.6,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.5,Land,High,C,0.63,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.74,Air,High,F,2.33,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Paper,1.19,Air,Medium,F,1.34,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Bamboo,1.65,Air,Medium,F,2.23,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Steel,0.95,Ship,High,C,0.96,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
hammockphoto frame,Other,1.74,Land,High,D,1.22,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
