title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,category,search_term
Water Bottle - Amazon Product,Glass,1.78,Ship,High,B,1.51,Germany,home_kitchen,water bottle
Backpack - Amazon Product,Other,0.73,Ship,Low,C,2.19,Vietnam,clothing,backpack
Backpack - Amazon Product,Rubber,1.63,Ship,Low,D,5.22,Germany,sports_outdoors,backpack
Lamp - Amazon Product,Wood,0.98,Ship,Medium,A,0.39,Germany,home_kitchen,lamp
Art Supplies - Amazon Product,Wood,1.33,Ship,Medium,B,0.53,China,books_media,art supplies
Blanket - Amazon Product,Wood,1.77,Ship,Medium,B,0.71,Germany,home_kitchen,blanket
Calculator - Amazon Product,Plastic,0.95,Ship,Low,C,5.7,Germany,books_media,calculator
Sneakers - Amazon Product,Other,0.22,Ship,Low,C,0.66,China,clothing,sneakers
Sleeping Bag - Amazon Product,Rubber,2.73,Ship,Low,D,8.74,Germany,sports_outdoors,sleeping bag
Backpack - Amazon Product,Other,1.51,Ship,Low,D,4.53,Bangladesh,clothing,backpack
Kitchen Scale - Amazon Product,Steel,1.6,Ship,High,C,4.0,China,home_kitchen,kitchen scale
Mouse - Amazon Product,Aluminum,1.03,Air,High,D,17.77,Japan,electronics,mouse
Face Mask - Amazon Product,Glass,0.97,Ship,High,B,0.82,France,health_beauty,face mask
Notebook - Amazon Product,Wood,1.83,Ship,Medium,B,0.73,China,books_media,notebook
Keyboard - Amazon Product,Aluminum,3.98,Air,High,D,68.66,Japan,electronics,keyboard
Coffee Mug - Amazon Product,Glass,1.91,Ship,High,B,1.62,UK,home_kitchen,coffee mug
Soap - Amazon Product,Paper,0.95,Ship,High,A+,1.04,China,health_beauty,soap
Headphones - Amazon Product,Steel,4.91,Air,High,D,18.41,China,electronics,headphones
Moisturizer - Amazon Product,Paper,0.46,Ship,High,A+,0.51,USA,health_beauty,moisturizer
Phone Case - Amazon Product,Aluminum,0.54,Air,High,C,9.32,Japan,electronics,phone case
Notebook - Amazon Product,Paper,1.58,Ship,High,A,1.74,China,books_media,notebook
Laptop - Amazon Product,Aluminum,0.54,Air,High,C,9.32,China,electronics,laptop
Planner - Amazon Product,Paper,1.64,Ship,High,A,1.8,Germany,books_media,planner
Sleeping Bag - Amazon Product,Other,6.29,Ship,Low,D,18.87,USA,sports_outdoors,sleeping bag
Speaker - Amazon Product,Aluminum,2.36,Air,High,D,40.71,China,electronics,speaker
Razor - Amazon Product,Plastic,0.83,Ship,Low,C,4.98,France,health_beauty,razor
Camera - Amazon Product,Steel,3.91,Air,High,D,14.66,Japan,electronics,camera
Pen - Amazon Product,Paper,0.74,Ship,High,A+,0.81,UK,books_media,pen
T-Shirt - Amazon Product,Other,0.58,Ship,Low,C,1.74,Vietnam,clothing,t-shirt
Phone Case - Amazon Product,Steel,2.61,Air,High,D,9.79,South Korea,electronics,phone case
Calculator - Amazon Product,Paper,0.08,Ship,High,A+,0.09,Germany,books_media,calculator
Laptop - Amazon Product,Steel,0.28,Air,High,C,1.05,China,electronics,laptop
Sneakers - Amazon Product,Polyester,0.27,Ship,Medium,D,2.57,Bangladesh,clothing,sneakers
Water Bottle - Amazon Product,Glass,0.5,Ship,High,B,0.42,Germany,home_kitchen,water bottle
Moisturizer - Amazon Product,Glass,0.55,Ship,High,B,0.47,France,health_beauty,moisturizer
Dumbbell - Amazon Product,Steel,7.23,Ship,High,C,18.08,Germany,sports_outdoors,dumbbell
Wallet - Amazon Product,Polyester,1.22,Ship,Medium,D,11.59,Bangladesh,clothing,wallet
Pen - Amazon Product,Paper,0.64,Ship,High,A+,0.7,Germany,books_media,pen
Planner - Amazon Product,Plastic,0.17,Ship,Low,C,1.02,China,books_media,planner
Calculator - Amazon Product,Wood,0.1,Ship,Medium,A,0.04,Germany,books_media,calculator
Charger - Amazon Product,Aluminum,0.63,Air,High,C,10.87,Japan,electronics,charger
Moisturizer - Amazon Product,Paper,0.22,Ship,High,A+,0.24,USA,health_beauty,moisturizer
Marker - Amazon Product,Wood,1.11,Ship,Medium,B,0.44,China,books_media,marker
Soap - Amazon Product,Glass,0.74,Ship,High,B,0.63,USA,health_beauty,soap
Kitchen Scale - Amazon Product,Wood,0.93,Ship,Medium,A,0.37,UK,home_kitchen,kitchen scale
Tablet - Amazon Product,Aluminum,0.97,Air,High,C,16.73,Japan,electronics,tablet
Cutting Board - Amazon Product,Plastic,2.84,Ship,Low,D,17.04,UK,home_kitchen,cutting board
Mouse - Amazon Product,Steel,3.25,Air,High,D,12.19,Japan,electronics,mouse
Blanket - Amazon Product,Glass,0.5,Ship,High,B,0.42,Germany,home_kitchen,blanket
Backpack - Amazon Product,Plastic,1.72,Ship,Low,D,10.32,USA,sports_outdoors,backpack
Blanket - Amazon Product,Wood,2.33,Ship,Medium,B,0.93,China,home_kitchen,blanket
Perfume - Amazon Product,Plastic,0.12,Ship,Low,C,0.72,China,health_beauty,perfume
Sweater - Amazon Product,Polyester,0.6,Ship,Medium,D,5.7,Bangladesh,clothing,sweater
Headphones - Amazon Product,Aluminum,4.83,Air,High,D,83.32,Japan,electronics,headphones
Pen - Amazon Product,Paper,1.02,Ship,High,A,1.12,UK,books_media,pen
T-Shirt - Amazon Product,Cotton,1.58,Ship,Medium,C,9.32,Vietnam,clothing,t-shirt
Dumbbell - Amazon Product,Rubber,5.98,Ship,Low,D,19.14,China,sports_outdoors,dumbbell
Soap - Amazon Product,Glass,0.06,Ship,High,B,0.05,USA,health_beauty,soap
Sweater - Amazon Product,Polyester,0.5,Ship,Medium,D,4.75,Vietnam,clothing,sweater
Sneakers - Amazon Product,Other,0.9,Ship,Low,C,2.7,China,clothing,sneakers
Headphones - Amazon Product,Steel,0.45,Air,High,C,1.69,China,electronics,headphones
Speaker - Amazon Product,Steel,1.46,Air,High,D,5.47,China,electronics,speaker
Keyboard - Amazon Product,Aluminum,1.85,Air,High,D,31.91,China,electronics,keyboard
Sneakers - Amazon Product,Other,0.94,Ship,Low,C,2.82,Bangladesh,clothing,sneakers
Yoga Mat - Amazon Product,Other,4.65,Ship,Low,D,13.95,USA,sports_outdoors,yoga mat
Sweater - Amazon Product,Polyester,1.01,Ship,Medium,D,9.6,Vietnam,clothing,sweater
Laptop - Amazon Product,Steel,2.61,Air,High,D,9.79,China,electronics,laptop
Wallet - Amazon Product,Other,1.92,Ship,Low,D,5.76,China,clothing,wallet
Tablet - Amazon Product,Steel,2.05,Air,High,D,7.69,Japan,electronics,tablet
Sunscreen - Amazon Product,Plastic,0.15,Ship,Low,C,0.9,USA,health_beauty,sunscreen
Storage Container - Amazon Product,Glass,0.85,Ship,High,B,0.72,China,home_kitchen,storage container
Razor - Amazon Product,Paper,0.62,Ship,High,A+,0.68,China,health_beauty,razor
Jeans - Amazon Product,Cotton,1.16,Ship,Medium,C,6.84,Vietnam,clothing,jeans
Puzzle - Amazon Product,Paper,1.07,Ship,High,A,1.18,Germany,books_media,puzzle
Toaster - Amazon Product,Wood,2.12,Ship,Medium,B,0.85,UK,home_kitchen,toaster
Board Game - Amazon Product,Paper,0.37,Ship,High,A+,0.41,China,books_media,board game
Vitamin - Amazon Product,Glass,0.52,Ship,High,B,0.44,USA,health_beauty,vitamin
Water Bottle - Amazon Product,Plastic,1.84,Ship,Low,D,11.04,UK,home_kitchen,water bottle
Water Bottle - Amazon Product,Plastic,0.86,Ship,Low,C,5.16,UK,home_kitchen,water bottle
T-Shirt - Amazon Product,Other,1.15,Ship,Low,D,3.45,China,clothing,t-shirt
Tablet - Amazon Product,Aluminum,2.94,Air,High,D,50.71,Japan,electronics,tablet
Perfume - Amazon Product,Paper,0.17,Ship,High,A+,0.19,China,health_beauty,perfume
Speaker - Amazon Product,Plastic,2.91,Air,Low,F,26.19,South Korea,electronics,speaker
Notebook - Amazon Product,Paper,1.39,Ship,High,A,1.53,UK,books_media,notebook
Water Bottle - Amazon Product,Steel,1.05,Ship,High,C,2.62,China,home_kitchen,water bottle
Marker - Amazon Product,Wood,1.92,Ship,Medium,B,0.77,Germany,books_media,marker
Backpack - Amazon Product,Polyester,1.44,Ship,Medium,D,13.68,Vietnam,clothing,backpack
Bike Helmet - Amazon Product,Steel,8.07,Ship,High,C,20.18,Germany,sports_outdoors,bike helmet
Sneakers - Amazon Product,Polyester,0.53,Ship,Medium,D,5.04,Vietnam,clothing,sneakers
Marker - Amazon Product,Wood,0.37,Ship,Medium,A,0.15,UK,books_media,marker
Dumbbell - Amazon Product,Other,2.12,Ship,Low,D,6.36,China,sports_outdoors,dumbbell
Storage Container - Amazon Product,Wood,0.75,Ship,Medium,A,0.3,UK,home_kitchen,storage container
Sleeping Bag - Amazon Product,Rubber,7.42,Ship,Low,D,23.74,Germany,sports_outdoors,sleeping bag
Protein Powder - Amazon Product,Paper,0.79,Ship,High,A+,0.87,China,health_beauty,protein powder
Soap - Amazon Product,Glass,0.79,Ship,High,B,0.67,China,health_beauty,soap
Puzzle - Amazon Product,Plastic,0.76,Ship,Low,C,4.56,Germany,books_media,puzzle
Blanket - Amazon Product,Wood,2.03,Ship,Medium,B,0.81,Germany,home_kitchen,blanket
Phone Case - Amazon Product,Steel,4.45,Air,High,D,16.69,Japan,electronics,phone case
Board Game - Amazon Product,Wood,1.94,Ship,Medium,B,0.78,UK,books_media,board game
Backpack - Amazon Product,Polyester,1.48,Ship,Medium,D,14.06,Vietnam,clothing,backpack
Running Shoes - Amazon Product,Other,8.55,Ship,Low,D,25.65,USA,sports_outdoors,running shoes
Jacket - Amazon Product,Other,0.54,Ship,Low,C,1.62,Bangladesh,clothing,jacket
Backpack - Amazon Product,Cotton,1.32,Ship,Medium,C,7.79,China,clothing,backpack
Sleeping Bag - Amazon Product,Steel,0.3,Ship,High,B,0.75,Germany,sports_outdoors,sleeping bag
Water Bottle - Amazon Product,Other,7.65,Ship,Low,D,22.95,USA,sports_outdoors,water bottle
Smart Watch - Amazon Product,Steel,1.69,Air,High,D,6.34,China,electronics,smart watch
Bike Helmet - Amazon Product,Plastic,7.02,Ship,Low,D,42.12,China,sports_outdoors,bike helmet
Keyboard - Amazon Product,Plastic,2.33,Air,Low,F,20.97,China,electronics,keyboard
Tent - Amazon Product,Plastic,0.99,Ship,Low,C,5.94,China,sports_outdoors,tent
Board Game - Amazon Product,Paper,1.8,Ship,High,A,1.98,UK,books_media,board game
Dumbbell - Amazon Product,Steel,8.93,Ship,High,C,22.32,China,sports_outdoors,dumbbell
Cushion - Amazon Product,Plastic,2.12,Ship,Low,D,12.72,UK,home_kitchen,cushion
Toaster - Amazon Product,Wood,1.43,Ship,Medium,B,0.57,UK,home_kitchen,toaster
Puzzle - Amazon Product,Paper,1.26,Ship,High,A,1.39,China,books_media,puzzle
Storage Container - Amazon Product,Glass,2.54,Ship,High,C,2.16,China,home_kitchen,storage container
Hat - Amazon Product,Other,1.18,Ship,Low,D,3.54,Bangladesh,clothing,hat
Jacket - Amazon Product,Other,1.02,Ship,Low,D,3.06,Bangladesh,clothing,jacket
Board Game - Amazon Product,Plastic,0.36,Ship,Low,C,2.16,Germany,books_media,board game
Backpack - Amazon Product,Polyester,0.12,Ship,Medium,D,1.14,China,clothing,backpack
Blanket - Amazon Product,Steel,1.26,Ship,High,C,3.15,UK,home_kitchen,blanket
Kitchen Scale - Amazon Product,Plastic,2.38,Ship,Low,D,14.28,UK,home_kitchen,kitchen scale
Blender - Amazon Product,Glass,1.03,Ship,High,B,0.88,Germany,home_kitchen,blender
Water Bottle - Amazon Product,Other,8.37,Ship,Low,D,25.11,USA,sports_outdoors,water bottle
Shampoo - Amazon Product,Paper,0.51,Ship,High,A+,0.56,China,health_beauty,shampoo
Cushion - Amazon Product,Glass,2.37,Ship,High,C,2.01,China,home_kitchen,cushion
Puzzle - Amazon Product,Paper,1.31,Ship,High,A,1.44,UK,books_media,puzzle
Hat - Amazon Product,Polyester,1.13,Ship,Medium,D,10.73,China,clothing,hat
Razor - Amazon Product,Paper,0.42,Ship,High,A+,0.46,China,health_beauty,razor
Charger - Amazon Product,Plastic,2.64,Air,Low,F,23.76,Japan,electronics,charger
Speaker - Amazon Product,Aluminum,2.79,Air,High,D,48.13,China,electronics,speaker
Cushion - Amazon Product,Plastic,2.59,Ship,Low,D,15.54,UK,home_kitchen,cushion
Running Shoes - Amazon Product,Rubber,9.87,Ship,Low,D,31.58,USA,sports_outdoors,running shoes
Hat - Amazon Product,Polyester,0.6,Ship,Medium,D,5.7,Vietnam,clothing,hat
Jeans - Amazon Product,Polyester,0.54,Ship,Medium,D,5.13,China,clothing,jeans
Sneakers - Amazon Product,Cotton,1.23,Ship,Medium,C,7.26,Vietnam,clothing,sneakers
Running Shoes - Amazon Product,Rubber,2.82,Ship,Low,D,9.02,China,sports_outdoors,running shoes
Keyboard - Amazon Product,Plastic,4.75,Air,Low,F,42.75,South Korea,electronics,keyboard
Perfume - Amazon Product,Plastic,0.3,Ship,Low,C,1.8,USA,health_beauty,perfume
Yoga Mat - Amazon Product,Rubber,6.6,Ship,Low,D,21.12,China,sports_outdoors,yoga mat
Cushion - Amazon Product,Plastic,1.21,Ship,Low,D,7.26,China,home_kitchen,cushion
Soap - Amazon Product,Plastic,0.65,Ship,Low,C,3.9,France,health_beauty,soap
Bike Helmet - Amazon Product,Other,6.73,Ship,Low,D,20.19,China,sports_outdoors,bike helmet
Kitchen Scale - Amazon Product,Wood,1.94,Ship,Medium,B,0.78,Germany,home_kitchen,kitchen scale
Razor - Amazon Product,Plastic,0.57,Ship,Low,C,3.42,USA,health_beauty,razor
Sunscreen - Amazon Product,Paper,0.93,Ship,High,A+,1.02,France,health_beauty,sunscreen
Hat - Amazon Product,Other,1.64,Ship,Low,D,4.92,Vietnam,clothing,hat
Backpack - Amazon Product,Cotton,0.5,Ship,Medium,C,2.95,China,clothing,backpack
Camera - Amazon Product,Steel,3.19,Air,High,D,11.96,South Korea,electronics,camera
Charger - Amazon Product,Aluminum,2.99,Air,High,D,51.58,South Korea,electronics,charger
Kitchen Scale - Amazon Product,Glass,0.81,Ship,High,B,0.69,China,home_kitchen,kitchen scale
Face Mask - Amazon Product,Paper,0.43,Ship,High,A+,0.47,China,health_beauty,face mask
Headphones - Amazon Product,Plastic,3.93,Air,Low,F,35.37,Japan,electronics,headphones
T-Shirt - Amazon Product,Cotton,1.78,Ship,Medium,C,10.5,China,clothing,t-shirt
Water Bottle - Amazon Product,Other,4.09,Ship,Low,D,12.27,Germany,sports_outdoors,water bottle
Puzzle - Amazon Product,Plastic,1.08,Ship,Low,D,6.48,China,books_media,puzzle
T-Shirt - Amazon Product,Other,0.12,Ship,Low,C,0.36,Bangladesh,clothing,t-shirt
Cushion - Amazon Product,Wood,0.65,Ship,Medium,A,0.26,China,home_kitchen,cushion
Camera - Amazon Product,Plastic,2.96,Air,Low,F,26.64,China,electronics,camera
Tablet - Amazon Product,Aluminum,3.33,Air,High,D,57.44,China,electronics,tablet
Kitchen Scale - Amazon Product,Steel,1.06,Ship,High,C,2.65,Germany,home_kitchen,kitchen scale
Tent - Amazon Product,Rubber,5.56,Ship,Low,D,17.79,USA,sports_outdoors,tent
Charger - Amazon Product,Steel,1.03,Air,High,D,3.86,China,electronics,charger
Running Shoes - Amazon Product,Steel,7.73,Ship,High,C,19.33,China,sports_outdoors,running shoes
Laptop - Amazon Product,Plastic,3.98,Air,Low,F,35.82,South Korea,electronics,laptop
Protein Powder - Amazon Product,Paper,0.78,Ship,High,A+,0.86,France,health_beauty,protein powder
Phone Case - Amazon Product,Steel,4.06,Air,High,D,15.22,China,electronics,phone case
Cushion - Amazon Product,Plastic,2.86,Ship,Low,D,17.16,UK,home_kitchen,cushion
Blanket - Amazon Product,Wood,0.91,Ship,Medium,A,0.36,UK,home_kitchen,blanket
Shampoo - Amazon Product,Plastic,0.92,Ship,Low,C,5.52,USA,health_beauty,shampoo
Vitamin - Amazon Product,Plastic,0.75,Ship,Low,C,4.5,USA,health_beauty,vitamin
Puzzle - Amazon Product,Plastic,0.1,Ship,Low,C,0.6,UK,books_media,puzzle
Vitamin - Amazon Product,Plastic,0.49,Ship,Low,C,2.94,France,health_beauty,vitamin
Hat - Amazon Product,Other,1.75,Ship,Low,D,5.25,Bangladesh,clothing,hat
Mouse - Amazon Product,Steel,4.21,Air,High,D,15.79,Japan,electronics,mouse
Water Bottle - Amazon Product,Steel,6.23,Ship,High,C,15.58,Germany,sports_outdoors,water bottle
Bike Helmet - Amazon Product,Plastic,2.27,Ship,Low,D,13.62,USA,sports_outdoors,bike helmet
Sleeping Bag - Amazon Product,Plastic,3.67,Ship,Low,D,22.02,China,sports_outdoors,sleeping bag
Razor - Amazon Product,Plastic,0.07,Ship,Low,C,0.42,China,health_beauty,razor
Protein Bar - Amazon Product,Other,8.96,Ship,Low,D,26.88,China,sports_outdoors,protein bar
Board Game - Amazon Product,Paper,0.65,Ship,High,A+,0.72,Germany,books_media,board game
Keyboard - Amazon Product,Aluminum,4.82,Air,High,D,83.15,China,electronics,keyboard
Tablet - Amazon Product,Aluminum,1.71,Air,High,D,29.5,China,electronics,tablet
Notebook - Amazon Product,Plastic,0.94,Ship,Low,C,5.64,China,books_media,notebook
Protein Powder - Amazon Product,Paper,0.08,Ship,High,A+,0.09,France,health_beauty,protein powder
Sneakers - Amazon Product,Cotton,1.44,Ship,Medium,C,8.5,Vietnam,clothing,sneakers
Yoga Mat - Amazon Product,Other,4.4,Ship,Low,D,13.2,China,sports_outdoors,yoga mat
Puzzle - Amazon Product,Paper,1.8,Ship,High,A,1.98,Germany,books_media,puzzle
Marker - Amazon Product,Plastic,0.18,Ship,Low,C,1.08,UK,books_media,marker
Board Game - Amazon Product,Paper,1.31,Ship,High,A,1.44,Germany,books_media,board game
Camera - Amazon Product,Plastic,4.73,Air,Low,F,42.57,South Korea,electronics,camera
Toaster - Amazon Product,Glass,1.07,Ship,High,B,0.91,UK,home_kitchen,toaster
Face Mask - Amazon Product,Plastic,0.45,Ship,Low,C,2.7,USA,health_beauty,face mask
Art Supplies - Amazon Product,Plastic,0.76,Ship,Low,C,4.56,Germany,books_media,art supplies
T-Shirt - Amazon Product,Other,0.35,Ship,Low,C,1.05,Vietnam,clothing,t-shirt
Coffee Mug - Amazon Product,Glass,1.78,Ship,High,B,1.51,UK,home_kitchen,coffee mug
Sleeping Bag - Amazon Product,Steel,9.39,Ship,High,C,23.48,Germany,sports_outdoors,sleeping bag
Charger - Amazon Product,Plastic,0.6,Air,Low,D,5.4,Japan,electronics,charger
Cutting Board - Amazon Product,Plastic,2.0,Ship,Low,D,12.0,UK,home_kitchen,cutting board
Shampoo - Amazon Product,Glass,0.24,Ship,High,B,0.2,China,health_beauty,shampoo
Water Bottle - Amazon Product,Steel,8.45,Ship,High,C,21.12,USA,sports_outdoors,water bottle
Smart Watch - Amazon Product,Plastic,3.62,Air,Low,F,32.58,China,electronics,smart watch
Hat - Amazon Product,Other,1.78,Ship,Low,D,5.34,Vietnam,clothing,hat
Sweater - Amazon Product,Polyester,1.29,Ship,Medium,D,12.26,Bangladesh,clothing,sweater
Soap - Amazon Product,Glass,0.38,Ship,High,B,0.32,France,health_beauty,soap
Blender - Amazon Product,Steel,2.42,Ship,High,C,6.05,Germany,home_kitchen,blender
Pen - Amazon Product,Paper,1.59,Ship,High,A,1.75,China,books_media,pen
Backpack - Amazon Product,Other,1.12,Ship,Low,D,3.36,China,clothing,backpack
Keyboard - Amazon Product,Plastic,3.03,Air,Low,F,27.27,China,electronics,keyboard
Shampoo - Amazon Product,Plastic,0.67,Ship,Low,C,4.02,France,health_beauty,shampoo
Board Game - Amazon Product,Plastic,1.87,Ship,Low,D,11.22,UK,books_media,board game
Bike Helmet - Amazon Product,Steel,6.63,Ship,High,C,16.57,China,sports_outdoors,bike helmet
Hat - Amazon Product,Polyester,1.69,Ship,Medium,D,16.05,China,clothing,hat
Backpack - Amazon Product,Rubber,2.69,Ship,Low,D,8.61,China,sports_outdoors,backpack
Board Game - Amazon Product,Paper,1.72,Ship,High,A,1.89,Germany,books_media,board game
Perfume - Amazon Product,Paper,0.92,Ship,High,A+,1.01,USA,health_beauty,perfume
Running Shoes - Amazon Product,Steel,8.14,Ship,High,C,20.35,Germany,sports_outdoors,running shoes
Water Bottle - Amazon Product,Steel,2.4,Ship,High,C,6.0,China,sports_outdoors,water bottle
Phone Case - Amazon Product,Steel,1.91,Air,High,D,7.16,China,electronics,phone case
Smart Watch - Amazon Product,Aluminum,4.86,Air,High,D,83.84,Japan,electronics,smart watch
Toothbrush - Amazon Product,Plastic,0.14,Ship,Low,C,0.84,USA,health_beauty,toothbrush
Bike Helmet - Amazon Product,Plastic,6.7,Ship,Low,D,40.2,Germany,sports_outdoors,bike helmet
Tent - Amazon Product,Other,2.27,Ship,Low,D,6.81,Germany,sports_outdoors,tent
Sweater - Amazon Product,Polyester,0.66,Ship,Medium,D,6.27,Bangladesh,clothing,sweater
Water Bottle - Amazon Product,Glass,2.66,Ship,High,C,2.26,China,home_kitchen,water bottle
Hat - Amazon Product,Cotton,0.65,Ship,Medium,C,3.84,Bangladesh,clothing,hat
Speaker - Amazon Product,Aluminum,2.84,Air,High,D,48.99,Japan,electronics,speaker
Hat - Amazon Product,Other,0.17,Ship,Low,C,0.51,Bangladesh,clothing,hat
Kitchen Scale - Amazon Product,Plastic,2.38,Ship,Low,D,14.28,UK,home_kitchen,kitchen scale
Dress - Amazon Product,Polyester,1.75,Ship,Medium,D,16.62,Vietnam,clothing,dress
Dumbbell - Amazon Product,Other,4.46,Ship,Low,D,13.38,USA,sports_outdoors,dumbbell
Cushion - Amazon Product,Steel,2.93,Ship,High,C,7.33,Germany,home_kitchen,cushion
Cutting Board - Amazon Product,Glass,1.72,Ship,High,B,1.46,China,home_kitchen,cutting board
Blender - Amazon Product,Steel,0.92,Ship,High,B,2.3,UK,home_kitchen,blender
Dumbbell - Amazon Product,Plastic,0.92,Ship,Low,C,5.52,China,sports_outdoors,dumbbell
Bike Helmet - Amazon Product,Other,4.47,Ship,Low,D,13.41,China,sports_outdoors,bike helmet
Planner - Amazon Product,Wood,0.47,Ship,Medium,A,0.19,China,books_media,planner
Sneakers - Amazon Product,Polyester,1.07,Ship,Medium,D,10.17,Bangladesh,clothing,sneakers
Book - Amazon Product,Wood,1.98,Ship,Medium,B,0.79,China,books_media,book
Board Game - Amazon Product,Plastic,1.2,Ship,Low,D,7.2,China,books_media,board game
Backpack - Amazon Product,Plastic,7.76,Ship,Low,D,46.56,USA,sports_outdoors,backpack
Razor - Amazon Product,Plastic,0.44,Ship,Low,C,2.64,France,health_beauty,razor
Backpack - Amazon Product,Cotton,1.62,Ship,Medium,C,9.56,Bangladesh,clothing,backpack
Tent - Amazon Product,Rubber,2.85,Ship,Low,D,9.12,China,sports_outdoors,tent
Hat - Amazon Product,Other,1.84,Ship,Low,D,5.52,China,clothing,hat
Sunscreen - Amazon Product,Glass,0.79,Ship,High,B,0.67,France,health_beauty,sunscreen
Toothbrush - Amazon Product,Glass,0.4,Ship,High,B,0.34,USA,health_beauty,toothbrush
Blender - Amazon Product,Plastic,2.35,Ship,Low,D,14.1,Germany,home_kitchen,blender
Protein Powder - Amazon Product,Plastic,0.75,Ship,Low,C,4.5,USA,health_beauty,protein powder
Planner - Amazon Product,Plastic,1.21,Ship,Low,D,7.26,UK,books_media,planner
Dumbbell - Amazon Product,Other,9.74,Ship,Low,D,29.22,Germany,sports_outdoors,dumbbell
Perfume - Amazon Product,Glass,0.54,Ship,High,B,0.46,USA,health_beauty,perfume
Moisturizer - Amazon Product,Glass,0.69,Ship,High,B,0.59,France,health_beauty,moisturizer
Razor - Amazon Product,Plastic,0.53,Ship,Low,C,3.18,USA,health_beauty,razor
Camera - Amazon Product,Plastic,3.38,Air,Low,F,30.42,South Korea,electronics,camera
Belt - Amazon Product,Cotton,1.72,Ship,Medium,C,10.15,Vietnam,clothing,belt
Sweater - Amazon Product,Polyester,1.73,Ship,Medium,D,16.43,China,clothing,sweater
Sleeping Bag - Amazon Product,Other,3.97,Ship,Low,D,11.91,USA,sports_outdoors,sleeping bag
Jacket - Amazon Product,Polyester,1.6,Ship,Medium,D,15.2,Bangladesh,clothing,jacket
Wallet - Amazon Product,Polyester,0.12,Ship,Medium,D,1.14,Bangladesh,clothing,wallet
Storage Container - Amazon Product,Plastic,0.3,Ship,Low,C,1.8,Germany,home_kitchen,storage container
Kitchen Scale - Amazon Product,Plastic,1.94,Ship,Low,D,11.64,Germany,home_kitchen,kitchen scale
Board Game - Amazon Product,Plastic,1.18,Ship,Low,D,7.08,Germany,books_media,board game
Speaker - Amazon Product,Aluminum,0.54,Air,High,C,9.32,China,electronics,speaker
Blender - Amazon Product,Plastic,0.42,Ship,Low,C,2.52,China,home_kitchen,blender
Protein Bar - Amazon Product,Other,6.57,Ship,Low,D,19.71,Germany,sports_outdoors,protein bar
Moisturizer - Amazon Product,Paper,0.08,Ship,High,A+,0.09,China,health_beauty,moisturizer
Belt - Amazon Product,Cotton,1.6,Ship,Medium,C,9.44,Vietnam,clothing,belt
Phone Case - Amazon Product,Plastic,0.96,Air,Low,D,8.64,South Korea,electronics,phone case
Kitchen Scale - Amazon Product,Glass,0.42,Ship,High,B,0.36,UK,home_kitchen,kitchen scale
Laptop - Amazon Product,Plastic,2.32,Air,Low,F,20.88,South Korea,electronics,laptop
Face Mask - Amazon Product,Glass,0.72,Ship,High,B,0.61,France,health_beauty,face mask
Hat - Amazon Product,Polyester,0.77,Ship,Medium,D,7.32,China,clothing,hat
Blanket - Amazon Product,Wood,0.68,Ship,Medium,A,0.27,China,home_kitchen,blanket
Shampoo - Amazon Product,Plastic,0.43,Ship,Low,C,2.58,USA,health_beauty,shampoo
Sleeping Bag - Amazon Product,Other,9.36,Ship,Low,D,28.08,China,sports_outdoors,sleeping bag
Running Shoes - Amazon Product,Rubber,9.12,Ship,Low,D,29.18,Germany,sports_outdoors,running shoes
Face Mask - Amazon Product,Paper,0.25,Ship,High,A+,0.28,USA,health_beauty,face mask
Headphones - Amazon Product,Aluminum,1.25,Air,High,D,21.56,Japan,electronics,headphones
Notebook - Amazon Product,Wood,1.47,Ship,Medium,B,0.59,Germany,books_media,notebook
Laptop - Amazon Product,Steel,3.03,Air,High,D,11.36,China,electronics,laptop
Book - Amazon Product,Wood,1.46,Ship,Medium,B,0.58,Germany,books_media,book
Razor - Amazon Product,Paper,0.86,Ship,High,A+,0.95,USA,health_beauty,razor
Yoga Mat - Amazon Product,Steel,9.37,Ship,High,C,23.42,China,sports_outdoors,yoga mat
Mouse - Amazon Product,Steel,0.91,Air,High,C,3.41,China,electronics,mouse
Sweater - Amazon Product,Other,1.42,Ship,Low,D,4.26,Bangladesh,clothing,sweater
Laptop - Amazon Product,Plastic,2.51,Air,Low,F,22.59,China,electronics,laptop
Blanket - Amazon Product,Steel,0.37,Ship,High,B,0.93,China,home_kitchen,blanket
Moisturizer - Amazon Product,Glass,0.45,Ship,High,B,0.38,France,health_beauty,moisturizer
Protein Bar - Amazon Product,Rubber,0.5,Ship,Low,C,1.6,USA,sports_outdoors,protein bar
Sleeping Bag - Amazon Product,Steel,0.84,Ship,High,B,2.1,USA,sports_outdoors,sleeping bag
Sleeping Bag - Amazon Product,Rubber,8.65,Ship,Low,D,27.68,China,sports_outdoors,sleeping bag
Toaster - Amazon Product,Wood,0.32,Ship,Medium,A,0.13,UK,home_kitchen,toaster
Sunscreen - Amazon Product,Paper,0.09,Ship,High,A+,0.1,USA,health_beauty,sunscreen
Tablet - Amazon Product,Steel,3.66,Air,High,D,13.73,Japan,electronics,tablet
Protein Bar - Amazon Product,Steel,8.02,Ship,High,C,20.05,China,sports_outdoors,protein bar
Book - Amazon Product,Plastic,1.66,Ship,Low,D,9.96,China,books_media,book
